date,balance_max_abs,soc_equation_max_abs,soc_min,soc_max,charge_max,discharge_max,negative_min,simultaneous_max,pass
2025-02-01,0.0000000000,0.0000000000,2140.0449899982,10800.0000000000,833.3333333333,552.0416666667,0.0000000000,0.0000000000,True
2025-02-02,0.0000000000,0.0000000000,1638.7744817611,10800.0000000000,833.3333333333,794.8620604734,0.0000000000,0.0000000000,True
2025-02-03,0.0000000000,0.0000000000,1277.6211381259,10800.0000000000,833.3333333333,797.6173588547,0.0000000000,0.0000000000,True
2025-02-04,0.0000000000,0.0000000000,1648.4272606991,10800.0000000000,833.3333333333,815.6467135799,0.0000000000,0.0000000000,True
2025-02-05,0.0000000000,0.0000000000,1349.5282990406,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-06,0.0000000000,0.0000000000,1522.8754214694,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-07,0.0000000000,0.0000000000,1417.0514793558,10800.0000000000,833.3333333333,536.0374500000,0.0000000000,0.0000000000,True
2025-02-08,0.0000000000,0.0000000000,1330.1947704749,10800.0000000000,833.3333333333,519.1618833333,0.0000000000,0.0000000000,True
2025-02-09,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-10,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-11,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-12,0.0000000000,0.0000000000,1374.3458077054,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-13,0.0000000000,0.0000000000,1357.6111047134,10800.0000000000,833.3333333333,824.8433707834,0.0000000000,0.0000000000,True
2025-02-14,0.0000000000,0.0000000000,1629.3280224305,10800.0000000000,833.3333333333,559.7672500000,0.0000000000,0.0000000000,True
2025-02-15,0.0000000000,0.0000000000,1586.3987793196,10800.0000000000,833.3333333333,547.3166666667,0.0000000000,0.0000000000,True
2025-02-16,0.0000000000,0.0000000000,1312.2124664106,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-17,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-18,0.0000000000,0.0000000000,1499.0246856837,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-19,0.0000000000,0.0000000000,1362.1361244175,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-20,0.0000000000,0.0000000000,1603.5231940709,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-21,0.0000000000,0.0000000000,1876.3120519961,10800.0000000000,833.3333333333,535.0380000000,0.0000000000,0.0000000000,True
2025-02-22,0.0000000000,0.0000000000,1671.6099937975,10800.0000000000,833.3333333333,530.3050000000,0.0000000000,0.0000000000,True
2025-02-23,0.0000000000,0.0000000000,1368.9003195019,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-24,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-25,0.0000000000,0.0000000000,1476.7177028058,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-02-26,0.0000000000,0.0000000000,1558.5464412598,10800.0000000000,833.3333333333,825.4791136661,0.0000000000,0.0000000000,True
2025-02-27,0.0000000000,0.0000000000,1240.5272761969,10800.0000000000,833.3333333333,821.8737679314,0.0000000000,0.0000000000,True
2025-02-28,0.0000000000,0.0000000000,1726.9668903335,10800.0000000000,833.3333333333,520.9738000000,0.0000000000,0.0000000000,True
2025-03-01,0.0000000000,0.0000000000,1713.0922436644,10800.0000000000,833.3333333333,478.9468333333,0.0000000000,0.0000000000,True
2025-03-02,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,784.3625590991,0.0000000000,0.0000000000,True
2025-03-03,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,817.7283333333,0.0000000000,0.0000000000,True
2025-03-04,0.0000000000,0.0000000000,1441.7444871022,10800.0000000000,833.3333333333,796.3509654276,0.0000000000,0.0000000000,True
2025-03-05,0.0000000000,0.0000000000,1312.1612433826,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-03-06,0.0000000000,0.0000000000,1502.0079886057,10800.0000000000,833.3333333333,779.3537164978,0.0000000000,0.0000000000,True
2025-03-07,0.0000000000,0.0000000000,1839.5882312272,10800.0000000000,833.3333333333,463.2970666667,0.0000000000,0.0000000000,True
2025-03-08,0.0000000000,0.0000000000,1375.6672882991,10800.0000000000,833.3333333333,470.8035500000,0.0000000000,0.0000000000,True
2025-03-09,0.0000000000,0.0000000000,1261.4966464594,10800.0000000000,833.3333333333,780.8316666667,0.0000000000,0.0000000000,True
2025-03-10,0.0000000000,0.0000000000,1200.0000000000,10769.6261003171,833.3333333333,822.2328833333,0.0000000000,0.0000000000,True
2025-03-11,0.0000000000,0.0000000000,1562.1745625542,10800.0000000000,833.3333333333,788.2315166667,0.0000000000,0.0000000000,True
2025-03-12,0.0000000000,0.0000000000,1373.2286080605,10800.0000000000,833.3333333333,795.6400000000,0.0000000000,0.0000000000,True
2025-03-13,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,829.3766666667,0.0000000000,0.0000000000,True
2025-03-14,0.0000000000,0.0000000000,1692.8628481373,10800.0000000000,833.3333333333,496.7150000000,0.0000000000,0.0000000000,True
2025-03-15,0.0000000000,0.0000000000,1529.6397940742,10800.0000000000,833.3333333333,508.6490333333,0.0000000000,0.0000000000,True
2025-03-16,0.0000000000,0.0000000000,1658.1645313354,10800.0000000000,833.3333333333,833.3333333333,0.0000000000,0.0000000000,True
2025-03-17,0.0000000000,0.0000000000,1262.0178055495,10800.0000000000,833.3333333333,792.1298500000,0.0000000000,0.0000000000,True
2025-03-18,0.0000000000,0.0000000000,1265.0321169352,10800.0000000000,833.3333333333,801.5304166667,0.0000000000,0.0000000000,True
2025-03-19,0.0000000000,0.0000000000,1590.2319083223,10800.0000000000,833.3333333333,823.4450000000,0.0000000000,0.0000000000,True
2025-03-20,0.0000000000,0.0000000000,1387.1570019323,10800.0000000000,833.3333333333,827.0150000000,0.0000000000,0.0000000000,True
2025-03-21,0.0000000000,0.0000000000,1497.3631442291,10800.0000000000,833.3333333333,494.8250000000,0.0000000000,0.0000000000,True
2025-03-22,0.0000000000,0.0000000000,1849.0149629630,10800.0000000000,833.3333333333,471.8125166667,0.0000000000,0.0000000000,True
2025-03-23,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,817.6898666667,0.0000000000,0.0000000000,True
2025-03-24,0.0000000000,0.0000000000,1209.4120015115,10800.0000000000,833.3333333333,805.6850000000,0.0000000000,0.0000000000,True
2025-03-25,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,800.1925000000,0.0000000000,0.0000000000,True
2025-03-26,0.0000000000,0.0000000000,1305.4282047203,10800.0000000000,833.3333333333,787.9337500000,0.0000000000,0.0000000000,True
2025-03-27,0.0000000000,0.0000000000,1498.0232831337,10800.0000000000,833.3333333333,766.7254166667,0.0000000000,0.0000000000,True
2025-03-28,0.0000000000,0.0000000000,1797.5835255092,10800.0000000000,833.3333333333,483.8733333333,0.0000000000,0.0000000000,True
2025-03-29,0.0000000000,0.0000000000,1558.1693607528,10800.0000000000,833.3333333333,482.2450000000,0.0000000000,0.0000000000,True
2025-03-30,0.0000000000,0.0000000000,1488.2651301526,10800.0000000000,833.3333333333,761.5791333333,0.0000000000,0.0000000000,True
2025-03-31,0.0000000000,0.0000000000,1200.0000000000,10800.0000000000,833.3333333333,796.0470833333,0.0000000000,0.0000000000,True
