date,t,price,plan,adjusted,charge,discharge,emergency,spill,soc_end
2025-02-01,0,0.328100,1288.992316,1288.992316,833.333333,0.000000,0.000000,33.628616,5956.484223
2025-02-01,1,0.325700,836.586425,836.586425,421.179108,0.000000,0.000000,0.000000,6335.545420
2025-02-01,2,0.304100,1297.271912,1297.271912,833.333333,0.000000,0.000000,53.221912,7085.545420
2025-02-01,3,0.312600,1305.256790,1305.256790,833.333333,0.000000,0.000000,41.628657,7835.545420
2025-02-01,4,0.328600,1324.129665,1324.129665,833.333333,0.000000,0.000000,66.385748,8585.545420
2025-02-01,5,0.343800,499.105191,499.105191,93.053524,0.000000,0.000000,0.000000,8669.293592
2025-02-01,6,0.370400,498.720673,498.720673,61.970490,0.000000,0.000000,0.000000,8725.067033
2025-02-01,7,0.374600,1308.327404,1308.327404,833.333333,0.000000,0.000000,23.196388,9475.067033
2025-02-01,8,0.360600,475.190232,475.190232,29.110232,0.000000,0.000000,0.000000,9501.266242
2025-02-01,9,0.358200,496.588768,496.588768,24.822435,0.000000,0.000000,0.000000,9523.606433
2025-02-01,10,0.304100,514.046492,514.046492,66.020525,0.000000,0.000000,0.000000,9583.024905
2025-02-01,11,0.253700,1357.789982,1357.789982,833.333333,0.000000,0.000000,127.053315,10333.024905
2025-02-01,12,0.334600,1341.164940,1341.164940,518.861216,0.000000,0.000000,388.213090,10800.000000
2025-02-01,13,0.397100,517.634826,517.634826,0.000000,0.000000,0.000000,27.073909,10800.000000
2025-02-01,14,0.367000,515.756501,515.756501,0.000000,0.000000,0.000000,12.536501,10800.000000
2025-02-01,15,0.318500,504.115507,504.115507,0.000000,0.000000,0.000000,30.042690,10800.000000
2025-02-01,16,0.328500,522.733159,522.733159,0.000000,0.000000,0.000000,61.348759,10800.000000
2025-02-01,17,0.377200,533.555809,533.555809,0.000000,0.000000,0.000000,56.614143,10800.000000
2025-02-01,18,0.381500,524.041793,524.041793,0.000000,0.000000,0.000000,40.642243,10800.000000
2025-02-01,19,0.382200,517.345840,517.345840,0.000000,0.000000,0.000000,30.743923,10800.000000
2025-02-01,20,0.396200,526.812838,526.812838,0.000000,0.000000,0.000000,27.964505,10800.000000
2025-02-01,21,0.387900,509.938015,509.938015,0.000000,8.371718,0.000000,0.000000,10790.698091
2025-02-01,22,0.340500,527.007276,527.007276,10.335454,0.000000,0.000000,7.538355,10800.000000
2025-02-01,23,0.316400,555.679191,555.679191,0.000000,0.000000,0.000000,72.062524,10800.000000
2025-02-01,24,0.391600,547.371468,547.371468,0.000000,0.000000,0.000000,56.184668,10800.000000
2025-02-01,25,0.410900,537.285594,537.285594,0.000000,0.000000,0.000000,32.640310,10800.000000
2025-02-01,26,0.361000,555.685205,555.685205,0.000000,0.000000,0.000000,50.106872,10800.000000
2025-02-01,27,0.379900,564.765250,564.765250,0.000000,0.000000,0.000000,61.534284,10800.000000
2025-02-01,28,0.409400,573.728790,573.728790,0.000000,0.000000,0.000000,70.882040,10800.000000
2025-02-01,29,0.405200,561.972808,561.972808,0.000000,0.000000,0.000000,62.331142,10800.000000
2025-02-01,30,0.389600,562.458825,562.458825,0.000000,0.000000,0.000000,73.675242,10800.000000
2025-02-01,31,0.390800,577.718303,577.718303,0.000000,0.000000,0.000000,79.202870,10800.000000
2025-02-01,32,0.382100,587.823750,587.823750,0.000000,0.000000,0.000000,58.600417,10800.000000
