date,t,price,plan,adjusted,charge,discharge,emergency,spill,soc_end
2025-02-01,0,0.328100,1269.355684,1269.355684,833.333333,0.000000,0.000000,13.991984,6030.429166
2025-02-01,1,0.325700,1132.282405,1132.282405,716.875088,0.000000,0.000000,0.000000,6675.616745
2025-02-01,2,0.304100,1276.547378,1276.547378,833.333333,0.000000,0.000000,32.497378,7425.616745
2025-02-01,3,0.312600,1301.205072,1301.205072,833.333333,0.000000,0.000000,37.576939,8175.616745
2025-02-01,4,0.328600,1291.791755,1291.791755,833.333333,0.000000,0.000000,34.047839,8925.616745
2025-02-01,5,0.343800,527.372767,527.372767,121.321100,0.000000,0.000000,0.000000,9034.805735
2025-02-01,6,0.370400,523.792645,523.792645,87.042462,0.000000,0.000000,0.000000,9113.143951
2025-02-01,7,0.374600,514.091303,514.091303,62.293619,0.000000,0.000000,0.000000,9169.208208
2025-02-01,8,0.360600,507.368361,507.368361,61.288361,0.000000,0.000000,0.000000,9224.367733
2025-02-01,9,0.358200,521.350292,521.350292,49.583959,0.000000,0.000000,0.000000,9268.993296
2025-02-01,10,0.304100,531.583023,531.583023,83.557057,0.000000,0.000000,0.000000,9344.194647
2025-02-01,11,0.253700,1323.266875,1323.266875,833.333333,0.000000,0.000000,92.530209,10094.194647
2025-02-01,12,0.334600,1304.366348,1304.366348,784.228170,0.000000,0.000000,86.047545,10800.000000
2025-02-01,13,0.397100,570.185329,570.185329,0.000000,0.000000,0.000000,79.624412,10800.000000
2025-02-01,14,0.367000,511.773100,511.773100,0.000000,0.000000,0.000000,8.553100,10800.000000
2025-02-01,15,0.318500,562.063078,562.063078,0.000000,0.000000,0.000000,87.990262,10800.000000
2025-02-01,16,0.328500,566.775006,566.775006,0.000000,0.000000,0.000000,105.390606,10800.000000
2025-02-01,17,0.377200,514.030886,514.030886,0.000000,0.000000,0.000000,37.089219,10800.000000
2025-02-01,18,0.381500,520.682386,520.682386,0.000000,0.000000,0.000000,37.282836,10800.000000
2025-02-01,19,0.382200,524.535428,524.535428,0.000000,0.000000,0.000000,37.933512,10800.000000
2025-02-01,20,0.396200,514.377382,514.377382,0.000000,0.000000,0.000000,15.529049,10800.000000
2025-02-01,21,0.387900,497.816379,497.816379,0.000000,20.493354,0.000000,0.000000,10777.229607
2025-02-01,22,0.340500,511.870888,511.870888,2.737421,0.000000,0.000000,0.000000,10779.693286
2025-02-01,23,0.316400,544.485658,544.485658,22.563016,0.000000,0.000000,38.305975,10800.000000
2025-02-01,24,0.391600,532.332644,532.332644,0.000000,0.000000,0.000000,41.145844,10800.000000
2025-02-01,25,0.410900,530.765923,530.765923,0.000000,0.000000,0.000000,26.120640,10800.000000
2025-02-01,26,0.361000,540.242574,540.242574,0.000000,0.000000,0.000000,34.664241,10800.000000
2025-02-01,27,0.379900,557.552450,557.552450,0.000000,0.000000,0.000000,54.321484,10800.000000
